bodega,nr_articulo,articulo,unidad,sd
STOCK ALMACEN AYB ,,VINO LAS MORAS TINTO MALBEC,Liter,3.0
STOCK ALMACEN AYB ,26195,VINO MARQUES DE RISCAL TINTO,Liter,1.5
STOCK ALMACEN AYB ,26198,VINO MARQUES RUEDA BLANCO,Liter,3.0
STOCK ALMACEN AYB ,,VINO SEGURA VIUDAS BLANCO,Liter,2.25
STOCK ALMACEN AYB ,26039,VINO TINTO TETRAPACK,Liter,6.0
STOCK ALMACEN AYB ,25006,WHISKY BUCHANAN 18 AÑOS,Liter,9.75
STOCK ALMACEN AYB ,,WHISKY BUCHANAN¨S MASTER,Liter,1.5
STOCK ALMACEN AYB ,25007,WHISKY BUCHANANS 12 AÑOS,Liter,3.0
STOCK ALMACEN AYB ,8306,YOGUR VASO,Unidad,9.0
STOCK ALMACEN AYB ,,YOGURT GRIEGO,Liter,48.0
STOCK ALMACEN AYB ,5164,YUCA,Kilogram,20.0
STOCK ALMACEN AYB ,5167,ZANAHORIA,Kilogram,100.0
STOCK ALMACEN AYB ,,,,
STOCK ALMACEN AYB ,TOTAL  ARTICULO 270,,,
STOCK RESTAURANTE FUENTES AYB,7290,ACEITE,Liter,851.4316
STOCK RESTAURANTE FUENTES AYB,7292,ACEITE DE AJONJOLI,Liter,1.654
STOCK RESTAURANTE FUENTES AYB,7293,ACEITE DE OLIVA,Liter,28.82
STOCK RESTAURANTE FUENTES AYB,1483116,ACEITE DE OLIVA 10ML /BOLSA SOBRE X50 UN,Unidad,10.0
STOCK RESTAURANTE FUENTES AYB,5001,ACELGA,Kilogram,19.093
STOCK RESTAURANTE FUENTES AYB,,ACHIOTE,Kilogram,2.2
STOCK RESTAURANTE FUENTES AYB,7003,ACHIOTE MOLIDO,Kilogram,7.124
STOCK RESTAURANTE FUENTES AYB,,ADEREZO QUESO CHEDDAR,Liter,24.72
STOCK RESTAURANTE FUENTES AYB,,AGUA 280 ML,Unidad,1547.0
STOCK RESTAURANTE FUENTES AYB,29018,AGUA BOTELLA,Unidad,6960.0
STOCK RESTAURANTE FUENTES AYB,29019,AGUA BOTELLON,Unidad,109.0065
STOCK RESTAURANTE FUENTES AYB,29033,AGUA SABORIZADA  H2O,Unidad,148.0
STOCK RESTAURANTE FUENTES AYB,,AGUA TONICA SCHWEPPES,Unidad,73.0
STOCK RESTAURANTE FUENTES AYB,,AGUA WAIRA SABORIZADA,Unidad,679.0
STOCK RESTAURANTE FUENTES AYB,5004,AGUACATE,Kilogram,81.011
STOCK RESTAURANTE FUENTES AYB,,AGUARDIENTE AMARILLO PIONERO,Liter,1.5
STOCK RESTAURANTE FUENTES AYB,1241542,AGUARDIENTE ANTIOQUEÑO  SIN AZUCAR,Liter,6.75
STOCK RESTAURANTE FUENTES AYB,,AGUARDIENTE NECTAR CLUB,Liter,1.5
STOCK RESTAURANTE FUENTES AYB,,AJI CASERO PISCILAGO (PA),Unidad,-2690.0
STOCK RESTAURANTE FUENTES AYB,,AJI ROCOTTO,Kilogram,1.7
STOCK RESTAURANTE FUENTES AYB,5009,AJO,Kilogram,67.9059
STOCK RESTAURANTE FUENTES AYB,,AJO GRANULADO,Kilogram,-1.0
STOCK RESTAURANTE FUENTES AYB,6001,AJONJOLI,Kilogram,13.835
STOCK RESTAURANTE FUENTES AYB,6002,AJONJOLI NEGRO,Kilogram,5.0
STOCK RESTAURANTE FUENTES AYB,3001,ALAS DE POLLO,Kilogram,135.5
STOCK RESTAURANTE FUENTES AYB,5010,ALBACON,Kilogram,48.8
STOCK RESTAURANTE FUENTES AYB,5011,ALBAHACA,Kilogram,-0.06
STOCK RESTAURANTE FUENTES AYB,5013,ALCACHOFA,Kilogram,1.0
STOCK RESTAURANTE FUENTES AYB,7008,ALCAPARRAS FRASCO,Kilogram,5.0
STOCK RESTAURANTE FUENTES AYB,6003,ALMENDRAS,Kilogram,2.21
STOCK RESTAURANTE FUENTES AYB,,APANADO,Kilogram,11.65
STOCK RESTAURANTE FUENTES AYB,5015,APIO,Kilogram,46.8776
STOCK RESTAURANTE FUENTES AYB,,ARANDANOS,Kilogram,5.24
STOCK RESTAURANTE FUENTES AYB,7337,AREPA DE HUEVO,Unidad,2197.0
STOCK RESTAURANTE FUENTES AYB,8095,AREPA DE QUESO,Unidad,121.0
STOCK RESTAURANTE FUENTES AYB,8097,AREPA PAISA,Unidad,4382.0
STOCK RESTAURANTE FUENTES AYB,5018,ARRACACHA,Kilogram,45.0
STOCK RESTAURANTE FUENTES AYB,6005,ARROZ,Kilogram,210.0156
STOCK RESTAURANTE FUENTES AYB,6008,ARROZ DOÑA PEPA,Kilogram,5.0
STOCK RESTAURANTE FUENTES AYB,,ARROZ FEDERAL,Kilogram,1250.0
STOCK RESTAURANTE FUENTES AYB,,ARROZ PARA SUSHI,Kilogram,9.07
STOCK RESTAURANTE FUENTES AYB,,ARVEJA CONGELADA MCAIN,Kilogram,11.417
STOCK RESTAURANTE FUENTES AYB,6013,ARVEJA VERDE SECA,Kilogram,16.0
STOCK RESTAURANTE FUENTES AYB,2003,ASADO DE TIRA DE RES COLSUBSIDIO,Kilogram,5.12
STOCK RESTAURANTE FUENTES AYB,7020,AVENA EN HOJUELAS,Kilogram,12.032
STOCK RESTAURANTE FUENTES AYB,8101,AVENA VASO,Unidad,150.0
STOCK RESTAURANTE FUENTES AYB,7022,AZUCAR BLANCA,Kilogram,258.2071
STOCK RESTAURANTE FUENTES AYB,7023,AZUCAR MORENA,Kilogram,0.06
STOCK RESTAURANTE FUENTES AYB,7342,AZUCAR SOBRES,Unidad,4200.0
STOCK RESTAURANTE FUENTES AYB,5023,BANANO EXPORTADO,Kilogram,76.23
STOCK RESTAURANTE FUENTES AYB,,BATIDO PARA APANAR,Kilogram,19.26
STOCK RESTAURANTE FUENTES AYB,7231,BECHAMEL EN POLVO,Kilogram,2.291
STOCK RESTAURANTE FUENTES AYB,5024,BERENJENA,Kilogram,19.1
STOCK RESTAURANTE FUENTES AYB,8107,BONYURT,Unidad,16.0
STOCK RESTAURANTE FUENTES AYB,7034,CAFE EN PEPA,Kilogram,-3.0
STOCK RESTAURANTE FUENTES AYB,7035,CAFE GOURMET,Kilogram,0.5
STOCK RESTAURANTE FUENTES AYB,1474050,CAFE INSTANTANEO COLCAFE 500 GR,Kilogram,6.0
STOCK RESTAURANTE FUENTES AYB,,CAFE MOLIDO,Kilogram,32.0342
STOCK RESTAURANTE FUENTES AYB,,CARNE DE HAMBURGUESA MIXTA,Unidad,85.0
STOCK RESTAURANTE FUENTES AYB,,CARNE DE HAMBURGUESA MOLIDA,Unidad,1578.0
STOCK RESTAURANTE FUENTES AYB,2012,CARNE MOLIDA,Kilogram,132.1
STOCK RESTAURANTE FUENTES AYB,6015,CEBADA PERLADA,Kilogram,10.594
STOCK RESTAURANTE FUENTES AYB,5032,CEBOLLA CABEZONA BLANCA,Kilogram,210.347
STOCK RESTAURANTE FUENTES AYB,5033,CEBOLLA CABEZONA ROJA,Kilogram,140.998
STOCK RESTAURANTE FUENTES AYB,,CEBOLLA EN POLVO,Kilogram,3.5
STOCK RESTAURANTE FUENTES AYB,5034,CEBOLLA JUNCA,Kilogram,171.2978
STOCK RESTAURANTE FUENTES AYB,5036,CEBOLLA PUERRO,Kilogram,32.8614
STOCK RESTAURANTE FUENTES AYB,5038,CEBOLLIN,Kilogram,4.855
STOCK RESTAURANTE FUENTES AYB,,CERVEZA AGUILA CERO,Unidad,744.0
STOCK RESTAURANTE FUENTES AYB,28011,CERVEZA CORONA,Unidad,38.0
STOCK RESTAURANTE FUENTES AYB,,CERVEZA HEINEKEN 0 LATA 250ML,Unidad,344.0
STOCK RESTAURANTE FUENTES AYB,,CERVEZA HEINEKEN 310 ML,Unidad,-9.0
STOCK RESTAURANTE FUENTES AYB,,CERVEZA HEINEKEN CERO,Unidad,-168.0
STOCK RESTAURANTE FUENTES AYB,7048,CHAMPIÑON CORTADO,Kilogram,-17.02
STOCK RESTAURANTE FUENTES AYB,7049,CHAMPIÑON NATURAL,Kilogram,36.8
STOCK RESTAURANTE FUENTES AYB,,CHEESECAKE PISCILAGO (PA),Unidad,1.0
STOCK RESTAURANTE FUENTES AYB,1473262,CHILE SECO CHIPOTLE,Kilogram,-0.043
STOCK RESTAURANTE FUENTES AYB,,CHIMICHURRY PISCILAGO (PA),Unidad,-158.0
STOCK RESTAURANTE FUENTES AYB,,CHOCOFLAN PISCILAGO (PA),Unidad,-1.0
STOCK RESTAURANTE FUENTES AYB,7051,CHOCOLATE  CON AZUCAR,Kilogram,12.975
STOCK RESTAURANTE FUENTES AYB,4003,CHORIZO,Kilogram,194.965
STOCK RESTAURANTE FUENTES AYB,5045,CILANTRO,Kilogram,19.3473
STOCK RESTAURANTE FUENTES AYB,5047,CIRUELA IMPORTADA,Kilogram,1.0
STOCK RESTAURANTE FUENTES AYB,7055,CLAVO DE OLOR,Kilogram,-0.0038
STOCK RESTAURANTE FUENTES AYB,1473771,CLAVO PURO DE OLOR,Kilogram,0.045
STOCK RESTAURANTE FUENTES AYB,,COCA COLA 400 CC,Unidad,963.0
STOCK RESTAURANTE FUENTES AYB,28021,COLA Y POLA,Unidad,1665.0
STOCK RESTAURANTE FUENTES AYB,7064,COLOR,Kilogram,16.101
STOCK RESTAURANTE FUENTES AYB,7065,COMINO,Kilogram,4.8962
STOCK RESTAURANTE FUENTES AYB,7395,COMPOTA,Unidad,221.0
STOCK RESTAURANTE FUENTES AYB,,CONCENTRADO FRUTA ARAZA -MARACUYA 2 KG,Kilogram,30.0
STOCK RESTAURANTE FUENTES AYB,2025,COSTILLA DE CERDO,Kilogram,35.9
STOCK RESTAURANTE FUENTES AYB,2027,COSTILLA DE RES,Kilogram,40.8465
STOCK RESTAURANTE FUENTES AYB,8079,CREMA DE LECHE,Liter,57.046
STOCK RESTAURANTE FUENTES AYB,,CROISSA MARGA BICOL CHOC,Unidad,65.0
STOCK RESTAURANTE FUENTES AYB,1475599,CROOKIES 90 GR PAQ X 4 UND,Unidad,32.0
STOCK RESTAURANTE FUENTES AYB,4008,CROQUETA DE YUCA,Kilogram,14.5
STOCK RESTAURANTE FUENTES AYB,1475598,CROSSANT JAMO Y QUES 100 GR PAQ X 4 UND,Unidad,11.0
STOCK RESTAURANTE FUENTES AYB,6020,CUCHUCO DE MAIZ,Kilogram,2.119
STOCK RESTAURANTE FUENTES AYB,6021,CUCHUCO DE TRIGO,Kilogram,4.0
STOCK RESTAURANTE FUENTES AYB,,CURCUMA POLVO,Kilogram,0.9
STOCK RESTAURANTE FUENTES AYB,7080,CURRY EN POLVO,Kilogram,0.3
STOCK RESTAURANTE FUENTES AYB,,DONAS SURTIDAS,Unidad,12.0
STOCK RESTAURANTE FUENTES AYB,,DULCE DE MORA PISCILAGO (PA),Portion,-174.0
STOCK RESTAURANTE FUENTES AYB,5053,DURAZNO IMPORTADO,Kilogram,1.0
STOCK RESTAURANTE FUENTES AYB,7413,EMPANADA DE PAPA Y CARNE X50 GR,Unidad,2663.0
STOCK RESTAURANTE FUENTES AYB,1473018,EMPANADA POLLO X50 GR,Unidad,1086.0
STOCK RESTAURANTE FUENTES AYB,7304,ESCENCIA SABORES SURTIDOS,Liter,0.5
STOCK RESTAURANTE FUENTES AYB,5057,ESPARRAGOS,Kilogram,5.0
STOCK RESTAURANTE FUENTES AYB,7096,ESPARRAGOS EN FRASCO,Kilogram,2.64
STOCK RESTAURANTE FUENTES AYB,5058,ESPINACA,Kilogram,1.0
STOCK RESTAURANTE FUENTES AYB,,EV MINI POSTRE TORTA NEGRA PISCILAGO (PA),Unidad,5.0
STOCK RESTAURANTE FUENTES AYB,3007,FILETE DE POLLO,Kilogram,92.55
STOCK RESTAURANTE FUENTES AYB,1475596,FLAT ORIGIN 6.75 X 6.75  120 UND,Unidad,485.0
STOCK RESTAURANTE FUENTES AYB,,FLAUTA CHOCOLATE PASTRY,Unidad,9.0
STOCK RESTAURANTE FUENTES AYB,,FONDO DE POLLO PISCILAGO (PA),Portion,-23.0
STOCK RESTAURANTE FUENTES AYB,5062,FRESA,Kilogram,16.71
STOCK RESTAURANTE FUENTES AYB,7420,FRESCO FRUTIÑO,Unidad,438.7
STOCK RESTAURANTE FUENTES AYB,6023,FRIJOL  ROJO/SABANERO,Kilogram,507.39
STOCK RESTAURANTE FUENTES AYB,,FRIJOL CARAOTA,Kilogram,26.0
STOCK RESTAURANTE FUENTES AYB,,FRIJOL PREPARADO PISCILAGO (PA),Unidad,-1518.0
STOCK RESTAURANTE FUENTES AYB,6028,GARBANZO,Kilogram,10.5
STOCK RESTAURANTE FUENTES AYB,29034,GASEOSA KOLA SOL 330 ML,Unidad,11249.0
STOCK RESTAURANTE FUENTES AYB,29035,GASEOSA KOLA SOL 600 ML,Unidad,5830.0
STOCK RESTAURANTE FUENTES AYB,,GASEOSA POSTOBON 400 ML,Unidad,265.0
STOCK RESTAURANTE FUENTES AYB,,GASEOSA QUATRO 400 ML,Unidad,72.0
STOCK RESTAURANTE FUENTES AYB,29040,GASEOSA SPRITE X 400,Unidad,72.0
STOCK RESTAURANTE FUENTES AYB,29042,GATORADE,Unidad,2630.0
STOCK RESTAURANTE FUENTES AYB,,GINEBRA HENDRICK´S,Liter,9.0
STOCK RESTAURANTE FUENTES AYB,27011,GINEBRA TANQUERAY,Liter,4.2
STOCK RESTAURANTE FUENTES AYB,,GINGER BEER * 200 ML,Unidad,44.0
STOCK RESTAURANTE FUENTES AYB,1482289,GLUTAMATO MONOSODICO,Kilogram,1.2
STOCK RESTAURANTE FUENTES AYB,7109,GRAGEAS SURTIDAS,Kilogram,0.5
STOCK RESTAURANTE FUENTES AYB,5067,GRANADILLA,Kilogram,1.0
STOCK RESTAURANTE FUENTES AYB,,GRANOLA,Kilogram,-0.46
STOCK RESTAURANTE FUENTES AYB,,GUACAMOLE PISCILAGO (PA),Portion,-312.0
STOCK RESTAURANTE FUENTES AYB,5069,GUASCAS,Kilogram,2.0
STOCK RESTAURANTE FUENTES AYB,,GUISO CRIOLLO PISCILAGO (PA),Portion,-3090.5
STOCK RESTAURANTE FUENTES AYB,5076,HABICHUELA,Kilogram,6.0
STOCK RESTAURANTE FUENTES AYB,7112,HARINA DE SEMOLA,Kilogram,26.0
STOCK RESTAURANTE FUENTES AYB,7113,HARINA DE TRIGO,Kilogram,86.192
STOCK RESTAURANTE FUENTES AYB,,HASHBROWN,Kilogram,95.34
STOCK RESTAURANTE FUENTES AYB,8135,HELADO CASERO SABORES SURTIDOS,Unidad,-2076.0
STOCK RESTAURANTE FUENTES AYB,5077,HIERBAS HIERBABUENA,Kilogram,7.537
STOCK RESTAURANTE FUENTES AYB,5173,HOJAS DE NORI,Unidad,100.0
STOCK RESTAURANTE FUENTES AYB,8318,HUEVOS DE GALLINA,Unidad,2809.5
STOCK RESTAURANTE FUENTES AYB,,JALAPEÑOS FRASCO,Kilogram,6.0
STOCK RESTAURANTE FUENTES AYB,4020,JAMON SANDWICH,Kilogram,32.787
STOCK RESTAURANTE FUENTES AYB,5065,JENGIBRE,Kilogram,10.5
STOCK RESTAURANTE FUENTES AYB,27012,JEREZ TIO PEPE,Liter,4.5
STOCK RESTAURANTE FUENTES AYB,,JUGO DE LIMON COMPRADO,Liter,32.274
STOCK RESTAURANTE FUENTES AYB,29047,JUGO HIT BOTELLA,Unidad,984.0
STOCK RESTAURANTE FUENTES AYB,29048,JUGO HIT CAJA,Unidad,1622.0
STOCK RESTAURANTE FUENTES AYB,5085,KIWI,Kilogram,4.3
STOCK RESTAURANTE FUENTES AYB,,LASAGNA MONTICELLO,Kilogram,55.0
STOCK RESTAURANTE FUENTES AYB,7123,LASAÑA,Kilogram,3.6
STOCK RESTAURANTE FUENTES AYB,5086,LAUREL,Kilogram,2.0002
STOCK RESTAURANTE FUENTES AYB,,LECHE ASADA PISCILAGO (PA),Unidad,-23.0
STOCK RESTAURANTE FUENTES AYB,7313,LECHE DE COCO,Liter,3.2
STOCK RESTAURANTE FUENTES AYB,8083,LECHE DESLACTOSADA,Liter,287.1667
STOCK RESTAURANTE FUENTES AYB,7124,LECHE EN POLVO,Kilogram,5.4
STOCK RESTAURANTE FUENTES AYB,8084,LECHE ENT LARGA VIDA,Liter,150.0
STOCK RESTAURANTE FUENTES AYB,5087,LECHUGA BATAVIA,Kilogram,20.239
STOCK RESTAURANTE FUENTES AYB,5088,LECHUGA CRESPA,Kilogram,49.979
STOCK RESTAURANTE FUENTES AYB,5093,LECHUGA ROMANA,Kilogram,48.1
STOCK RESTAURANTE FUENTES AYB,,LECHUGA RUGULA ORGANICA,Kilogram,3.0
STOCK RESTAURANTE FUENTES AYB,6031,LENTEJA,Kilogram,5.236
STOCK RESTAURANTE FUENTES AYB,7128,LEVADURA,Kilogram,0.012
STOCK RESTAURANTE FUENTES AYB,5095,LIMON TAHITY,Kilogram,35.767
STOCK RESTAURANTE FUENTES AYB,2039,LOMITO DE RES,Kilogram,3.57
STOCK RESTAURANTE FUENTES AYB,2040,LOMO DE CERDO,Kilogram,4.2
STOCK RESTAURANTE FUENTES AYB,5097,MAIZ DESGRANADO MAC CAIN,Kilogram,117.339
STOCK RESTAURANTE FUENTES AYB,5100,MANDARINA,Kilogram,5.0
STOCK RESTAURANTE FUENTES AYB,5101,MANGO,Kilogram,241.26
STOCK RESTAURANTE FUENTES AYB,8143,MANTEQUILLA CUBO,Unidad,30.0
STOCK RESTAURANTE FUENTES AYB,5103,MANZANA,Kilogram,2.0
STOCK RESTAURANTE FUENTES AYB,5105,MANZANA ROYAL,Kilogram,7.12
STOCK RESTAURANTE FUENTES AYB,7136,MARGARINA,Kilogram,53.048
STOCK RESTAURANTE FUENTES AYB,,MARINADA DE CARNES PISCILAGO (PA),Unidad,-2454.37125
STOCK RESTAURANTE FUENTES AYB,,MARINADA DE POLLO PISCILAGO (PA),Unidad,-494.0
STOCK RESTAURANTE FUENTES AYB,7139,MAYONESA,Kilogram,-13.0162
STOCK RESTAURANTE FUENTES AYB,7508,MAYONESA SOBRES,Unidad,16252.0
STOCK RESTAURANTE FUENTES AYB,5107,MAZORCA,Kilogram,30.913
STOCK RESTAURANTE FUENTES AYB,,MAZORCA ENTERA DULCE,Kilogram,54.0
STOCK RESTAURANTE FUENTES AYB,5110,MELON,Kilogram,131.34
STOCK RESTAURANTE FUENTES AYB,,MEZCLA EN POLVO DE HELADO,Kilogram,30.0
STOCK RESTAURANTE FUENTES AYB,7314,MIEL,Liter,-3.745
STOCK RESTAURANTE FUENTES AYB,7510,MIEL DE ABEJAS SOBRE,Unidad,1800.0
STOCK RESTAURANTE FUENTES AYB,,MINICROQUETA DE YUCA,Kilogram,62.0
STOCK RESTAURANTE FUENTES AYB,4025,MORCILLA,Kilogram,0.57
STOCK RESTAURANTE FUENTES AYB,7151,MOSTAZA,Kilogram,13.303
STOCK RESTAURANTE FUENTES AYB,29054,MR TEA  500,Unidad,131.0
STOCK RESTAURANTE FUENTES AYB,7152,NACHOS NATURALES X500GR,Kilogram,3.0
STOCK RESTAURANTE FUENTES AYB,5113,NARANJA  VALENCIA,Kilogram,104.37
STOCK RESTAURANTE FUENTES AYB,5114,NARANJA TANGELO,Kilogram,40.0
STOCK RESTAURANTE FUENTES AYB,7154,NESCAFE,Kilogram,-8.552
STOCK RESTAURANTE FUENTES AYB,,NESCAFE CAPUCCINO,Kilogram,4.0
STOCK RESTAURANTE FUENTES AYB,5115,NUEZ MOSCADA,Kilogram,0.4
STOCK RESTAURANTE FUENTES AYB,5117,OREGANO,Kilogram,0.4924
STOCK RESTAURANTE FUENTES AYB,7162,OREGANO POLVO,Kilogram,0.4
STOCK RESTAURANTE FUENTES AYB,,PAN ALIÑADO PISCILAGO (PA),Unidad,2408.0
STOCK RESTAURANTE FUENTES AYB,8177,PAN BAGUETT,Unidad,256.75
STOCK RESTAURANTE FUENTES AYB,,PAN DE BONO PISCILAGO (PA),Unidad,53.0
STOCK RESTAURANTE FUENTES AYB,,PAN HAMBURGUESA ELABORADO PISCILAGO (PA),Unidad,818.0
STOCK RESTAURANTE FUENTES AYB,,PAN PERRO ELABORADO PISCILAGO (PA),Unidad,-63.0
STOCK RESTAURANTE FUENTES AYB,,PAN SANDWICH PISCILAGO (PA),Unidad,-1042.0
STOCK RESTAURANTE FUENTES AYB,7165,PANELA,Kilogram,20.047
STOCK RESTAURANTE FUENTES AYB,7167,PAPA A LA FRANCESA,Kilogram,163.2
STOCK RESTAURANTE FUENTES AYB,,PAPA CABELLO DE ANGEL,Kilogram,20.0
STOCK RESTAURANTE FUENTES AYB,5120,PAPA CRIOLLA,Kilogram,52.992
STOCK RESTAURANTE FUENTES AYB,7168,PAPA CRIOLLA PRECOCIDA,Kilogram,153.988
STOCK RESTAURANTE FUENTES AYB,7169,PAPA EN CASQUITOS,Kilogram,115.832
STOCK RESTAURANTE FUENTES AYB,7527,PAPA FRITA PAQUETE,Unidad,552.0
STOCK RESTAURANTE FUENTES AYB,7170,PAPA PARA PERRO,Kilogram,-51.345
STOCK RESTAURANTE FUENTES AYB,5121,PAPA PASTUSA,Kilogram,12.0
STOCK RESTAURANTE FUENTES AYB,5122,PAPA SABANERA,Kilogram,446.806
STOCK RESTAURANTE FUENTES AYB,5124,PAPAYA,Kilogram,116.48
STOCK RESTAURANTE FUENTES AYB,7171,PAPRIKA,Kilogram,1.12275
STOCK RESTAURANTE FUENTES AYB,6037,PASSATTA X 2500 GRAMOS,Kilogram,48.3
STOCK RESTAURANTE FUENTES AYB,7174,PASTA CONCHA,Kilogram,7.0
STOCK RESTAURANTE FUENTES AYB,7177,PASTA DE TOMATE,Kilogram,4.3
STOCK RESTAURANTE FUENTES AYB,7179,PASTA EN TORNILLOS,Kilogram,6.0
STOCK RESTAURANTE FUENTES AYB,7181,PASTA FIDEOS,Kilogram,10.564
STOCK RESTAURANTE FUENTES AYB,,PASTEL CARNE RANCHERO,Unidad,-18.0
STOCK RESTAURANTE FUENTES AYB,,PASTEL DE MANZANA PASTRY,Unidad,8.0
STOCK RESTAURANTE FUENTES AYB,,PASTEL POLLO CARBONA,Unidad,1.0
STOCK RESTAURANTE FUENTES AYB,,PATACONES,Kilogram,44.425
STOCK RESTAURANTE FUENTES AYB,5126,PATILLA,Kilogram,87.94
STOCK RESTAURANTE FUENTES AYB,2048,PECHO DE RES,Kilogram,542.6
STOCK RESTAURANTE FUENTES AYB,,PECHO DE RES X 63 GR (PA),Portion,-59.0
STOCK RESTAURANTE FUENTES AYB,,PEPERONI MADURADO,Kilogram,10.0
STOCK RESTAURANTE FUENTES AYB,7192,PEPINILLOS EN VINAGRE,Kilogram,6.5
STOCK RESTAURANTE FUENTES AYB,5127,PEPINO COHOMBRO,Kilogram,55.0
STOCK RESTAURANTE FUENTES AYB,5130,PERA,Kilogram,1.0
STOCK RESTAURANTE FUENTES AYB,5131,PEREJIL,Kilogram,8.7
STOCK RESTAURANTE FUENTES AYB,3021,PIERNA PERNIL DE POLLO,Kilogram,226.696
STOCK RESTAURANTE FUENTES AYB,,PIERNITA DE POLLO,Kilogram,112.2
STOCK RESTAURANTE FUENTES AYB,5008,PIMENTON,Kilogram,28.555
STOCK RESTAURANTE FUENTES AYB,7198,PIMIENTA MOLIDA,Kilogram,-0.8
STOCK RESTAURANTE FUENTES AYB,7199,PIMIENTA NEGRA,Kilogram,-0.178
STOCK RESTAURANTE FUENTES AYB,5132,PIÑA,Kilogram,123.66
STOCK RESTAURANTE FUENTES AYB,7203,PIÑA CUADROS,Kilogram,25.0
STOCK RESTAURANTE FUENTES AYB,,PIZZA INDIVIDUAL CARNES COMPRADA,Unidad,5.0
STOCK RESTAURANTE FUENTES AYB,,PIZZA INDIVIDUAL HAWAIANA COMPRADA,Unidad,5.0
STOCK RESTAURANTE FUENTES AYB,,PIZZA INDIVIDUAL POLLO COMPRADA,Unidad,5.0
STOCK RESTAURANTE FUENTES AYB,5134,PLATANO ARTON,Kilogram,490.73
STOCK RESTAURANTE FUENTES AYB,3022,POLLO ENTERO,Kilogram,1114.959
STOCK RESTAURANTE FUENTES AYB,,PORCION ARROZ PISCILAGO (PA),Unidad,-5577.4704
STOCK RESTAURANTE FUENTES AYB,,PORCION COSTILLA CERDO X 100 GRS (PA),Unidad,-164.0
STOCK RESTAURANTE FUENTES AYB,,PORCION COSTILLA CERDO X 300 GR (PA),Unidad,-45.0
STOCK RESTAURANTE FUENTES AYB,,PORCION COSTILLA RES X 150 GRS (PA),Unidad,-4.0
STOCK RESTAURANTE FUENTES AYB,,PORCION DE CADERA X 100 GRS (PA),Portion,1124.75
STOCK RESTAURANTE FUENTES AYB,,PORCION DE CADERA X 130 GRS (PA),Portion,504.0
STOCK RESTAURANTE FUENTES AYB,,PORCION DE CADERA X100 GRS,Portion,-100.0
STOCK RESTAURANTE FUENTES AYB,,PORCION DE LOMO DE CERDO X 100 GRS (PA),Portion,296.0
STOCK RESTAURANTE FUENTES AYB,,PORCION DE MOJARRA X 300 GRS (PA),Unidad,13.0
STOCK RESTAURANTE FUENTES AYB,,PORCION DE TOCINO DE CERDO X 100GR (PA),Unidad,-1749.25
STOCK RESTAURANTE FUENTES AYB,,PORCION FILETE PECHUGA X 100 GRS (PA),Portion,875.0
STOCK RESTAURANTE FUENTES AYB,,PORCION FILETE PECHUGA X 230 GRS (PA),Portion,406.978
STOCK RESTAURANTE FUENTES AYB,,PORCION PULPA DE CERDO X 100 GRS (PA),Unidad,2223.5
STOCK RESTAURANTE FUENTES AYB,2053,PULPA DE CERDO,Kilogram,68.26
STOCK RESTAURANTE FUENTES AYB,5138,PULPA DE FRUTA CONGELADA,Kilogram,241.2
STOCK RESTAURANTE FUENTES AYB,8021,QUESILLO,Kilogram,2.5
STOCK RESTAURANTE FUENTES AYB,,QUESO AMERICAN SINGL KRAFT,Kilogram,20.4
STOCK RESTAURANTE FUENTES AYB,8042,QUESO CREMA,Kilogram,1.8521
STOCK RESTAURANTE FUENTES AYB,8057,QUESO MOZARELLA,Kilogram,95.459
STOCK RESTAURANTE FUENTES AYB,8061,QUESO PARMESANO RALLADO,Kilogram,14.34
STOCK RESTAURANTE FUENTES AYB,5140,RAIZ CHINA,Kilogram,31.37
STOCK RESTAURANTE FUENTES AYB,,RECORTE FILETE DE PECHUGA (PA),Unidad,-12.0
STOCK RESTAURANTE FUENTES AYB,29060,RED BULLIZANTE RED BULL,Unidad,146.0
STOCK RESTAURANTE FUENTES AYB,5141,REMOLACHA,Kilogram,40.0
STOCK RESTAURANTE FUENTES AYB,,RUB SECO CARNE HAMBURGUESA PISCILAGO (PA),Portion,-485.0
STOCK RESTAURANTE FUENTES AYB,5147,RUGULA,Kilogram,3.14
STOCK RESTAURANTE FUENTES AYB,,SAL,Kilogram,203.51693
STOCK RESTAURANTE FUENTES AYB,7550,SAL  SOBRE,Unidad,4624.0
STOCK RESTAURANTE FUENTES AYB,4069,SALCHICHA AMERICANA,Unidad,467.0
STOCK RESTAURANTE FUENTES AYB,,SALPICON PISCILAGO (PA),Unidad,-24.25
STOCK RESTAURANTE FUENTES AYB,7230,SALSA BBQ,Kilogram,43.54
STOCK RESTAURANTE FUENTES AYB,,SALSA CHIPOTLE,Kilogram,0.4
STOCK RESTAURANTE FUENTES AYB,7317,SALSA DE AJI,Liter,6.237
STOCK RESTAURANTE FUENTES AYB,,SALSA DE QUESO Y AJO PISCILAGO (PA),Unidad,-2611.0
STOCK RESTAURANTE FUENTES AYB,7319,SALSA DE SOYA,Liter,0.08
STOCK RESTAURANTE FUENTES AYB,1483105,SALSA DE SOYA SOBRE,Unidad,600.0
STOCK RESTAURANTE FUENTES AYB,7237,SALSA DE TOMATE,Kilogram,22.029
STOCK RESTAURANTE FUENTES AYB,7552,SALSA DE TOMATE SOBRE,Unidad,20108.0
